"Eurydice","ID","ID","ID","","","","Line","","Notes by AR","Notes by DK"
"Integrated","Lyric","236","EndThemeACOUSTIC_021","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","237","EndThemeACOUSTIC_022","","","","{!Icons.Music}这在我们的血脉之中，噢{!Icons.Music}","","",""
"Integrated","Lyric","238","EndThemeACOUSTIC_023","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","239","EndThemeACOUSTIC_024","","","","{!Icons.Music}尽管逃离吧{!Icons.Music}","","",""
"Integrated","Lyric","240","EndThemeACOUSTIC_025","","","","{!Icons.Music}逃离属于你的天地{!Icons.Music}","","",""
"Integrated","Lyric","241","EndThemeACOUSTIC_026","","","","{!Icons.Music}永远不变的{!Icons.Music}","","",""
"Integrated","Lyric","242","EndThemeACOUSTIC_027","","","","{!Icons.Music}永远追随的{!Icons.Music}","","",""
"Integrated","Lyric","243","EndThemeACOUSTIC_028","","","","{!Icons.Music}是你亲爱的家人{!Icons.Music}","","",""
"Integrated","Lyric","244","EndThemeACOUSTIC_029","","","","{!Icons.Music}这情永世可存{!Icons.Music}","","",""
"Integrated","Lyric","245","EndThemeACOUSTIC_030","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","246","EndThemeACOUSTIC_031","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","247","EndThemeACOUSTIC_032","","","","{!Icons.Music}这在我们的血脉之中，噢{!Icons.Music}","","",""
"Integrated","Lyric","248","EndThemeACOUSTIC_033","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","249","EndThemeACOUSTIC_034","","","","{!Icons.Music}噢，这在我们的血脉之中，噢{!Icons.Music}","","",""
"Integrated","Lyric","250","EndThemeACOUSTIC_035","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","251","EndThemeACOUSTIC_036","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","252","EndThemeACOUSTIC_037","","","","{!Icons.Music}噢，这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","253","EndThemeACOUSTIC_038","","","","{!Icons.Music}这在我们的血脉之中{!Icons.Music}","","",""
"Integrated","Lyric","254","","","","","","","",""
