"ZagreusHome","ID","ID","ID","","","","Line","","Notes by AR","Notes by DK",""
"Integrated","ZagreusHome_","1086","ZagreusHome_1086","","","","说真的，窗帘的事情我又改主意了。","","","",""
"Integrated","ZagreusHome_","1087","ZagreusHome_1087","","","","真怀念过去的样子啊，我亲爱的窗帘。","","","",""
"Integrated","ZagreusHome_","1088","ZagreusHome_1088","","","","是时候该再换换窗帘的颜色了。","","","",""
"Integrated","ZagreusHome_","1089","ZagreusHome_1089","","","","时不时给窗帘换个颜色，有助于让生活变得多姿多彩。","","","",""
"Integrated","ZagreusHome_","1090","ZagreusHome_1090","","","","要么这些窗帘走，要么我走。","","","",""
"Integrated","ZagreusHome_","1091","ZagreusHome_1091","","","","这应该可以帮助俄耳普斯整理他庞大的音乐库，只要填个表就行了。","","","",""
"Integrated","ZagreusHome_","1092","ZagreusHome_1092","","","","先把全款付了，看看东西怎么样吧！","","","",""
"Integrated","ZagreusHome_","1093","ZagreusHome_1093","","","","圣殿承包商，我有新的工作要给你了。","","","",""
"Integrated","ZagreusHome_","1094","ZagreusHome_1094","","","","好了，圣殿承包商，开工吧。","","","",""
"Integrated","ZagreusHome_","1095","ZagreusHome_1095","","","","让这里的气氛变得明快一些吧。","","","",""
"Integrated","ZagreusHome_","1096","ZagreusHome_1096","","","","来看看成果怎么样 吧。","","","",""
"Integrated","ZagreusHome_","1097","ZagreusHome_1097","","","","好了，看看成果如何。","","","",""
"Integrated","ZagreusHome_","1098","ZagreusHome_1098","","","","这个应该可以活跃一下气氛。","","","",""
"Integrated","ZagreusHome_","1099","ZagreusHome_1099","","","","老房子又添了的新家具。","","","",""
"Integrated","ZagreusHome_","1100","ZagreusHome_1100","","","","得去乐谱架那边听听这首曲子怎么样。","","","",""
"Integrated","ZagreusHome_","1101","ZagreusHome_1101","","","","乐谱架上又新增了一首曲子。","","","",""
"Integrated","ZagreusHome_","1102","ZagreusHome_1102","","","","乐谱架上的曲子越多越好。","","","",""
"Integrated","ZagreusHome_","1103","ZagreusHome_1103","","","","已经等不及想听听这首了。","","","",""
"Integrated","ZagreusHome_","1104","ZagreusHome_1104","","","","乐谱架又有更多的曲子了。","","","",""
"Integrated","ZagreusHome_","1105","ZagreusHome_1105","","","","更多抚慰心灵的音乐。","","","",""
"Integrated","ZagreusHome_","1106","ZagreusHome_1106","","","","怎能拒绝更多音乐呢。","","","",""
"Integrated","ZagreusHome_","1107","ZagreusHome_1107","","","","给音乐架的新音乐？OK！","","","",""
"Integrated","ZagreusHome_","1108","ZagreusHome_1108","","","","你好，圣殿承包商。","","","",""
"Integrated","ZagreusHome_","1109","ZagreusHome_1109","","","","圣殿有没有什么新的东西？","","","",""
"Integrated","ZagreusHome_","1110","ZagreusHome_1110","","","","你在想什么呢，承包商？","","","",""
"Integrated","ZagreusHome_","1111","ZagreusHome_1111","","","","来看看承包商都有什么好东西吧。","","","",""
"Integrated","ZagreusHome_","1112","ZagreusHome_1112","","","","有新东西吗，承包商？","","","",""
"Integrated","ZagreusHome_","1113","ZagreusHome_1113","","","","给神殿里买点什么吧？","","","",""
"Integrated","ZagreusHome_","1114","ZagreusHome_1114","","","","看看能不能为这座呆板的圣殿做点什么。","","","",""
"Integrated","ZagreusHome_","1115","ZagreusHome_1115","","","","最好给这幽灵一些工作。","","","",""
"Integrated","ZagreusHome_","1116","ZagreusHome_1116","","","","费用钱在这。","","","",""
"Integrated","ZagreusHome_","1117","ZagreusHome_1117","","","","开工吧。","","","",""
"Integrated","ZagreusHome_","1118","ZagreusHome_1118","","","","开始吧。","","","",""
"Integrated","ZagreusHome_","1119","ZagreusHome_1119","","","","给你宝石。","","","",""
"Integrated","ZagreusHome_","1120","ZagreusHome_1120","","","","工作批准。","","","",""
"Integrated","ZagreusHome_","1121","ZagreusHome_1121","","","","批准。","","","",""
"Integrated","ZagreusHome_","1122","ZagreusHome_1122","","","","收下佣金吧。","","","",""
"Integrated","ZagreusHome_","1123","ZagreusHome_1123","","","","暂时没有工作了。","","","",""
"Integrated","ZagreusHome_","1124","ZagreusHome_1124","","","","看来我得之后再来看看。","","","",""
"Integrated","ZagreusHome_","1125","ZagreusHome_1125","","","","暂时没了是吗？","","","",""
"Integrated","ZagreusHome_","1126","ZagreusHome_1126","","","","看上去父亲大人把我们关系的条款改了。","","","",""
"Integrated","ZagreusHome_","1127","ZagreusHome_1127","","","","它知道我选择了斯第格思。","","","",""
"Integrated","ZagreusHome_","1128","ZagreusHome_1128","","","","它知道我有瓦拉塔。","","","",""
"Integrated","ZagreusHome_","1129","ZagreusHome_1129","","","","它感觉到埃癸斯了。","","","",""
"Integrated","ZagreusHome_","1130","ZagreusHome_1130","","","","它能感觉到科罗纳赫特。","","","",""
"Integrated","ZagreusHome_","1131","ZagreusHome_1131","","","","它看见我选择伊格瑞菲了。","","","",""
"Integrated","ZagreusHome_","1132","ZagreusHome_1132","","","","我该冒一下险吗？","","","",""
"Integrated","ZagreusHome_","1133","ZagreusHome_1133","","","","或许我该冒一下险。","","","",""
"Integrated","ZagreusHome_","1134","ZagreusHome_1134","","","","我该做吗？","","","",""
"Integrated","ZagreusHome_","1135","ZagreusHome_1135","","","","父亲大人的契约。","","","",""
"Integrated","ZagreusHome_","1136","ZagreusHome_1136","","","","新规定加入契约了。","","","",""
"Integrated","ZagreusHome_","1137","ZagreusHome_1137","","","","契约多了新条件。","","","",""
"Integrated","ZagreusHome_","1138","ZagreusHome_1138","","","","已经坏到底线了。","","","",""
"Integrated","ZagreusHome_","1139","ZagreusHome_1139","","","","不能再推了。","","","",""
"Integrated","ZagreusHome_","1140","ZagreusHome_1140","","","","最大惩罚。","","","",""
"Integrated","ZagreusHome_","1141","ZagreusHome_1141","","","","已经到头了。","","","",""
"Integrated","ZagreusHome_","1142","ZagreusHome_1142","","","","我只能弄出这么多热度。","","","",""
"Integrated","ZagreusHome_","1143","ZagreusHome_1143","","","","不用了，谢谢。","","","",""
"Integrated","ZagreusHome_","1144","ZagreusHome_1144","","","","不了，谢谢。","","","",""
"Integrated","ZagreusHome_","1145","ZagreusHome_1145","","","","这次不行。","","","",""
"Integrated","ZagreusHome_","1146","ZagreusHome_1146","","","","我不这么认为。","","","",""
"Integrated","ZagreusHome_","1147","ZagreusHome_1147","","","","这正是我想要的。","","","",""
"Integrated","ZagreusHome_","1148","ZagreusHome_1148","","","","哈，好呀。","","","",""
"Integrated","ZagreusHome_","1149","ZagreusHome_1149","","","","应该不难！","","","",""
"Integrated","ZagreusHome_","1150","ZagreusHome_1150","","","","交给我吧。","","","",""
"Integrated","ZagreusHome_","1151","ZagreusHome_1151","","","","契约达成。","","","",""
"Integrated","ZagreusHome_","1152","ZagreusHome_1152","","","","听什么呢……","","","",""
"Integrated","ZagreusHome_","1153","ZagreusHome_1153","","","","甜美的音乐……","","","",""
"Integrated","ZagreusHome_","1154","ZagreusHome_1154","","","","乐谱架……","","","",""
"Integrated","ZagreusHome_","1155","ZagreusHome_1155","","","","卧室音乐……","","","",""
"Integrated","ZagreusHome_","1156","ZagreusHome_1156","","","","有新曲。","","","",""
"Integrated","ZagreusHome_","1157","ZagreusHome_1157","","","","有新乐曲。","","","",""
"Integrated","ZagreusHome_","1158","ZagreusHome_1158","","","","新音乐。","","","",""
"Integrated","ZagreusHome_","1159","ZagreusHome_1159","","","","新音乐。","","","",""
"Integrated","ZagreusHome_","1160","ZagreusHome_1160","","","","这一个。","","","",""
"Integrated","ZagreusHome_","1161","ZagreusHome_1161","","","","这个。","","","",""
"Integrated","ZagreusHome_","1162","ZagreusHome_1162","","","","听听吧。","","","",""
"Integrated","ZagreusHome_","1163","ZagreusHome_1163","","","","听听看。","","","",""
"Integrated","ZagreusHome_","1164","ZagreusHome_1164","","","","这是欧律狄刻的歌……","","","",""
"Integrated","ZagreusHome_","1165","ZagreusHome_1165","","","","斯第格思……你在向我讲述你的过去？","","","",""
"Integrated","ZagreusHome_","1166","ZagreusHome_1166","","","","科罗纳赫特……这难道是你的真姿？","","","",""
"Integrated","ZagreusHome_","1167","ZagreusHome_1167","","","","埃癸斯……你像时间一样古老……","","","",""
"Integrated","ZagreusHome_","1168","ZagreusHome_1168","","","","瓦拉塔……你曾经是父亲大人的矛……","","","",""
"Integrated","ZagreusHome_","1169","ZagreusHome_1169","","","","伊格瑞菲……你在向我透露你的秘密……","","","",""
"Integrated","ZagreusHome_","1170","ZagreusHome_1170","","","","让我现在看看你的真姿。","","","",""
"Integrated","ZagreusHome_","1171","ZagreusHome_1171","","","","我是你的宿主，你与我相连相依。","","","",""
"Integrated","ZagreusHome_","1172","ZagreusHome_1172","","","","让我们测试一下彼此间的羁绊吧。","","","",""
"Integrated","ZagreusHome_","1173","ZagreusHome_1173","","","","你力量的极限在哪里？","","","",""
"Integrated","ZagreusHome_","1174","ZagreusHome_1174","","","","你不只是武器，是吧？","","","",""
"Integrated","ZagreusHome_","1175","ZagreusHome_1175","","","","是什么样的地狱锻炉把你打造出来的……？","","","",""
"Integrated","ZagreusHome_","1176","ZagreusHome_1176","","","","比我远远更强的神们曾经挥舞过你。","","","",""
"Integrated","ZagreusHome_","1177","ZagreusHome_1177","","","","你和我认识的其它人一样，都是多面手。","","","",""
"Integrated","ZagreusHome_","1178","ZagreusHome_1178","","","","让我看见你的过去。","","","",""
"Integrated","ZagreusHome_","1179","ZagreusHome_1179","","","","斯第格思：觉醒！","","","",""
"Integrated","ZagreusHome_","1180","ZagreusHome_1180","","","","斯第格思，揭示你的秘密！","","","",""
"Integrated","ZagreusHome_","1181","ZagreusHome_1181","","","","科罗纳赫特：觉醒！","","","",""
"Integrated","ZagreusHome_","1182","ZagreusHome_1182","","","","科罗纳赫特，揭示你的秘密！","","","",""
"Integrated","ZagreusHome_","1183","ZagreusHome_1183","","","","埃癸斯：觉醒！","","","",""
"Integrated","ZagreusHome_","1184","ZagreusHome_1184","","","","埃癸斯，揭示你的秘密！","","","",""
"Integrated","ZagreusHome_","1185","ZagreusHome_1185","","","","瓦拉塔：觉醒！","","","",""
"Integrated","ZagreusHome_","1186","ZagreusHome_1186","","","","瓦拉塔，揭示你的秘密！","","","",""
"Integrated","ZagreusHome_","1187","ZagreusHome_1187","","","","伊格瑞菲：觉醒！","","","",""
"Integrated","ZagreusHome_","1188","ZagreusHome_1188","","","","伊格瑞菲，揭示你的秘密！","","","",""
"Integrated","ZagreusHome_","1189","ZagreusHome_1189","","","","我的姿态长壮了。","","","",""
"Integrated","ZagreusHome_","1190","ZagreusHome_1190","","","","我们的羁绊变得更强了。","","","",""
"Integrated","ZagreusHome_","1191","ZagreusHome_1191","","","","隐藏的力量。","","","",""
"Integrated","ZagreusHome_","1192","ZagreusHome_1192","","","","只要团结一心，我们就会变得更强。","","","",""
"Integrated","ZagreusHome_","1193","ZagreusHome_1193","","","","现身吧！","","","",""
"Integrated","ZagreusHome_","1194","ZagreusHome_1194","","","","我们的羁绊变强了。","","","",""
"Integrated","ZagreusHome_","1195","ZagreusHome_1195","","","","赐给我涅墨西斯的姿态！","","","",""
"Integrated","ZagreusHome_","1196","ZagreusHome_1196","","","","赐给我波塞冬的姿态！","","","",""
"Integrated","ZagreusHome_","1197","ZagreusHome_1197","","","","赐给我赫拉的姿态！","","","",""
"Integrated","ZagreusHome_","1198","ZagreusHome_1198","","","","赐给我喀戎的姿态！","","","",""
"Integrated","ZagreusHome_","1199","ZagreusHome_1199","","","","赐给我阿喀琉斯的姿态！","","","",""
"Integrated","ZagreusHome_","1200","ZagreusHome_1200","","","","赐给我我父亲的姿态！","","","",""
"Integrated","ZagreusHome_","1201","ZagreusHome_1201","","","","赐给我宙斯的姿态！","","","",""
"Integrated","ZagreusHome_","1202","ZagreusHome_1202","","","","赐给我卡俄斯的姿态！","","","",""
"Integrated","ZagreusHome_","1203","ZagreusHome_1203","","","","赐给我赫斯提亚的姿态！","","","",""
"Integrated","ZagreusHome_","1204","ZagreusHome_1204","","","","赐给我厄里斯的姿态！","","","",""
"Integrated","ZagreusHome_","1205","ZagreusHome_1205","","","","涅墨西斯。","","","",""
"Integrated","ZagreusHome_","1206","ZagreusHome_1206","","","","涅墨西斯……！","","","",""
"Integrated","ZagreusHome_","1207","ZagreusHome_1207","","","","波塞冬。","","","",""
"Integrated","ZagreusHome_","1208","ZagreusHome_1208","","","","波塞冬……！","","","",""
"Integrated","ZagreusHome_","1209","ZagreusHome_1209","","","","赫拉.","","","",""
"Integrated","ZagreusHome_","1210","ZagreusHome_1210","","","","赫拉……！","","","",""
"Integrated","ZagreusHome_","1211","ZagreusHome_1211","","","","喀戎。","","","",""
"Integrated","ZagreusHome_","1212","ZagreusHome_1212","","","","喀戎……！","","","",""
"Integrated","ZagreusHome_","1213","ZagreusHome_1213","","","","阿喀琉斯。","","","",""
"Integrated","ZagreusHome_","1214","ZagreusHome_1214","","","","阿喀琉斯……！","","","",""
"Integrated","ZagreusHome_","1215","ZagreusHome_1215","","","","哈迪斯。","","","",""
"Integrated","ZagreusHome_","1216","ZagreusHome_1216","","","","哈迪斯……！","","","",""
"Integrated","ZagreusHome_","1217","ZagreusHome_1217","","","","宙斯。","","","",""
"Integrated","ZagreusHome_","1218","ZagreusHome_1218","","","","宙斯……！","","","",""
"Integrated","ZagreusHome_","1219","ZagreusHome_1219","","","","卡俄斯。","","","",""
"Integrated","ZagreusHome_","1220","ZagreusHome_1220","","","","卡俄斯...!","","","",""
"Integrated","ZagreusHome_","1221","ZagreusHome_1221","","","","扎格列欧斯。","","","",""
"Integrated","ZagreusHome_","1222","ZagreusHome_1222","","","","我。","","","",""
"Integrated","ZagreusHome_","1223","ZagreusHome_1223","","","","我本人……！","","","",""
"Integrated","ZagreusHome_","1224","ZagreusHome_1224","","","","变身。","","","",""
"Integrated","ZagreusHome_","1225","ZagreusHome_1225","","","","变身……！","","","",""
"Integrated","ZagreusHome_","1226","ZagreusHome_1226","","","","改变形态。","","","",""
"Integrated","ZagreusHome_","1227","ZagreusHome_1227","","","","我缺少需要的钥匙。","","","",""
"Integrated","ZagreusHome_","1228","ZagreusHome_1228","","","","我需要寻找更多冥府钥匙。","","","",""
"Integrated","ZagreusHome_","1229","ZagreusHome_1229","","","","如果签订契约的话，就能找到更多钥匙……","","","",""
"Integrated","ZagreusHome_","1230","ZagreusHome_1230","","","","如果使用契约的我，就能找到更多钥匙……","","","",""
"Integrated","ZagreusHome_","1231","ZagreusHome_1231","","","","冥府钥匙不够……","","","",""
"Integrated","ZagreusHome_","1232","ZagreusHome_1232","","","","好吧，那么，留着你的秘密……","","","",""
"Integrated","ZagreusHome_","1233","ZagreusHome_1233","","","","要打开这个，我得有更多把冥府钥匙。","","","",""
"Integrated","ZagreusHome_","1234","ZagreusHome_1234","","","","赫斯提亚。","","","",""
"Integrated","ZagreusHome_","1235","ZagreusHome_1235","","","","赫斯提亚……！","","","",""
"Integrated","ZagreusHome_","1236","ZagreusHome_1236","","","","厄里斯。","","","",""
"Integrated","ZagreusHome_","1237","ZagreusHome_1237","","","","厄里斯……！","","","",""
"Integrated","ZagreusHome_","1240","ZagreusHome_1240","","","","我明白了，对不起。","","","",""
"Integrated","ZagreusHome_","1243","ZagreusHome_1243","","","","没问题，我对你的契约表示遗憾。","","","",""
"Integrated","ZagreusHome_","1247","ZagreusHome_1247","","","","呃……好吧。","","","",""
"Integrated","ZagreusHome_","1248","ZagreusHome_1248","","","","不好意思，我的好暗灵。","","","",""
"Integrated","ZagreusHome_","1249","ZagreusHome_1249","","","","呃，复仇女神来得比预期的要多啊……","","","",""
"Integrated","ZagreusHome_","1250","ZagreusHome_1250","","","","呃，来的姐妹有点太多了吧……","","","",""
"Integrated","ZagreusHome_","1251","ZagreusHome_1251","","","","嗯，好像有点不公平。","","","",""
"Integrated","ZagreusHome_","1252","ZagreusHome_1252","","","","呃呃，我有点受宠若惊了……","","","",""
"Integrated","ZagreusHome_","1253","ZagreusHome_1253","","","","啊，复仇女神就不能去找其他人的麻烦吗……","","","",""
"Integrated","ZagreusHome_","1254","ZagreusHome_1254","","","","向我展示你的力量。","","","",""
"Integrated","ZagreusHome_","1255","ZagreusHome_1255","","","","记起你的过去。","","","",""
"Integrated","ZagreusHome_","1256","ZagreusHome_1256","","","","超越时间的力量。","","","",""
"Integrated","ZagreusHome_","1257","ZagreusHome_1257","","","","回复你的远古之力。","","","",""
"Integrated","ZagreusHome_","1258","ZagreusHome_1258","","","","我看到你了。","","","",""
"Integrated","ZagreusHome_","1259","ZagreusHome_1259","","","","我们为一。","","","",""
"Integrated","ZagreusHome_","1260","ZagreusHome_1260","","","","透过我再次活着吧。","","","",""
"Integrated","ZagreusHome_","1261","ZagreusHome_1261","","","","帮助我，并以此重生。","","","",""
"Integrated","ZagreusHome_","1262","ZagreusHome_1262","","","","我们只能到这了。","","","",""
"Integrated","ZagreusHome_","1263","ZagreusHome_1263","","","","就是这些了。","","","",""
"Integrated","ZagreusHome_","1264","ZagreusHome_1264","","","","我现在能够看见一切属于你的事物。","","","",""
"Integrated","ZagreusHome_","1265","ZagreusHome_1265","","","","你所有的过去。","","","",""
"Integrated","ZagreusHome_","1266","ZagreusHome_1266","","","","我们的牵绊完成了。","","","",""
"Integrated","ZagreusHome_","1267","ZagreusHome_1267","","","","这下，我们就永远联结在一起了。","","","",""
"Integrated","ZagreusHome_","1268","ZagreusHome_1268","","","","你醒了。","","","",""
"Integrated","ZagreusHome_","1269","ZagreusHome_1269","","","","我们已经到极限了。","","","",""
"Integrated","ZagreusHome_","1270","ZagreusHome_1270","","","","我回来了。","","","",""
"Integrated","ZagreusHome_","1271","ZagreusHome_1271","","","","我回来了。","","","",""
"Integrated","ZagreusHome_","1272","ZagreusHome_1272","","","","斯第格思。","","","",""
"Integrated","ZagreusHome_","1273","ZagreusHome_1273","","","","斯第格思。","","","",""
"Integrated","ZagreusHome_","1274","ZagreusHome_1274","","","","瓦拉塔。","","","",""
"Integrated","ZagreusHome_","1275","ZagreusHome_1275","","","","瓦拉塔。","","","",""
"Integrated","ZagreusHome_","1276","ZagreusHome_1276","","","","埃癸斯。","","","",""
"Integrated","ZagreusHome_","1277","ZagreusHome_1277","","","","埃癸斯。","","","",""
"Integrated","ZagreusHome_","1278","ZagreusHome_1278","","","","科罗纳赫特。","","","",""
"Integrated","ZagreusHome_","1279","ZagreusHome_1279","","","","科罗纳赫特。","","","",""
"Integrated","ZagreusHome_","1280","ZagreusHome_1280","","","","伊格瑞菲。","","","",""
"Integrated","ZagreusHome_","1281","ZagreusHome_1281","","","","伊格瑞菲。","","","",""
"Integrated","ZagreusHome_","1282","ZagreusHome_1282","","","","要不要和我一起去？","","","",""
"Integrated","ZagreusHome_","1283","ZagreusHome_1283","","","","愿意陪伴我吗？","","","",""
"Integrated","ZagreusHome_","1284","ZagreusHome_1284","","","","我还从来没一个人上去过呢！","","","",""
"Integrated","ZagreusHome_","1285","ZagreusHome_1285","","","","说真的，这价格有点太坑了。","","","",""
"Integrated","ZagreusHome_","1286","ZagreusHome_1286","","","","我一样都买不起。","","","",""
"Integrated","ZagreusHome_","1287","ZagreusHome_1287","","","","怎么，难道我该是宝石做的吗？","","","",""
"Integrated","ZagreusHome_","1288","ZagreusHome_1288","","","","对我来说太贵了。","","","",""
"Integrated","ZagreusHome_","1289","ZagreusHome_1289","","","","希望下次你能弄来点我能买得起的东西。","","","",""
"Integrated","ZagreusHome_","1290","ZagreusHome_1290","","","","这真的是很多宝石。","","","",""
"Integrated","ZagreusHome_","1291","ZagreusHome_1291","","","","在做什么好吃的呢？","","","",""
"Integrated","ZagreusHome_","1292","ZagreusHome_1292","","","","头厨。","","","",""
"Integrated","ZagreusHome_","1293","ZagreusHome_1293","","","","厨师。","","","",""
"Integrated","ZagreusHome_","1294","ZagreusHome_1294","","","","头厨，您好。","","","",""
"Integrated","ZagreusHome_","1295","ZagreusHome_1295","","","","早餐吃什么？","","","",""
"Integrated","ZagreusHome_","1296","ZagreusHome_1296","","","","早餐吃什么？还是吃晚餐？","","","",""
"Integrated","ZagreusHome_","1297","ZagreusHome_1297","","","","什么东西好香啊。","","","",""
"Integrated","ZagreusHome_","1298","ZagreusHome_1298","","","","那套刀具用起来怎样？","","","",""
"Integrated","ZagreusHome_","1299","ZagreusHome_1299","","","","那些香料用起来还行？","","","",""
"Integrated","ZagreusHome_","1300","ZagreusHome_1300","","","","做饭可以打发时间。","","","",""
"Integrated","ZagreusHome_","1301","ZagreusHome_1301","","","","啊，是我贵到天际的喷泉。","","","",""
"Integrated","ZagreusHome_","1302","ZagreusHome_1302","","","","这是我买过最奢侈的东西了。","","","",""
"Integrated","ZagreusHome_","1303","ZagreusHome_1303","","","","这东西怎么看都看不腻！","","","",""
"Integrated","ZagreusHome_","1304","ZagreusHome_1304","","","","这东西怎么看都看不腻……是吧？","","","",""
"Integrated","ZagreusHome_","1305","ZagreusHome_1305","","","","挺舒缓的。","","","",""
"Integrated","ZagreusHome_","1306","ZagreusHome_1306","","","","你好啊，喷泉。","","","",""
"Integrated","ZagreusHome_","1307","ZagreusHome_1307","","","","你好，老板。","","","",""
"Integrated","ZagreusHome_","1308","ZagreusHome_1308","","","","弄来好东西了吗？","","","",""
"Integrated","ZagreusHome_","1309","ZagreusHome_1309","","","","我来买点看起来很可疑的东西。","","","",""
"Integrated","ZagreusHome_","1310","ZagreusHome_1310","","","","有什么好东西吗？","","","",""
"Integrated","ZagreusHome_","1311","ZagreusHome_1311","","","","这个可以派上用场。","","","",""
"Integrated","ZagreusHome_","1312","ZagreusHome_1312","","","","我需要更多那种东西，于是我来了。","","","",""
"Integrated","ZagreusHome_","1313","ZagreusHome_1313","","","","正好是我要找的。","","","",""
"Integrated","ZagreusHome_","1314","ZagreusHome_1314","","","","不能错过啊。","","","",""
"Integrated","ZagreusHome_","1315","ZagreusHome_1315","","","","没事，反正我也不饿。","","","",""
"Integrated","ZagreusHome_","1316","ZagreusHome_1316","","","","你自己小心点，老头。","","","",""
"Integrated","ZagreusHome_","1317","ZagreusHome_1317","","","","这样得不到更多赏金，不过也无妨。","","","",""
"Integrated","ZagreusHome_","1318","ZagreusHome_1318","","","","撑爆热度表可没有任何好处。","","","",""
"Integrated","ZagreusHome_","1319","ZagreusHome_1319","","","","就算想要奖励，也没必要把热度表撑到这么高。","","","",""
"Integrated","ZagreusHome_","1320","ZagreusHome_1320","","","","就算有这些多余的热度，也没法更快拿到奖励。","","","",""
"Integrated","ZagreusHome_","1321","ZagreusHome_1321","","","","为了奖励，我得额外加把劲了。","","","",""
"Integrated","ZagreusHome_","1322","ZagreusHome_1322","","","","如果只是想要奖励的话，那其实没必要把热度提得这么高。","","","",""
"Integrated","ZagreusHome_","1323","ZagreusHome_1323","","","","就这个吧，承包商，这应该能让冥界变得更加美好。","","","",""
"Integrated","ZagreusHome_","1324","ZagreusHome_1324","","","","开工吧，等我下次出去的时候，我要好好检查检查干得怎么样。","","","",""
"Unused","ZagreusHome_","1325","ZagreusHome_1325","","","","听起来不错，我批准了。这是你的费用，承包商先生！","","","",""
"Integrated","ZagreusHome_","1326","ZagreusHome_1326","","","","开工了！等到了地方之后，我会好好留意一下的。","","","",""
"Integrated","ZagreusHome_","1327","ZagreusHome_1327","","","","就是它了！冥界总得需要一些小小的翻新工作，是吧？","","","",""
"Unused","ZagreusHome_","1328","ZagreusHome_1328","","","","在这里造个这种东西，听起来不错。承包商先生，把它给我造出来吧！","","","",""
"Integrated","ZagreusHome_","1329","ZagreusHome_1329","","","","以我父亲的名义，我批准了！反正他根本不会管这件事。","","","",""
"Integrated","ZagreusHome_","1330","ZagreusHome_1330","","","","本人特此批准这笔经费！希望成果不会让人失望。","","","",""
"Integrated","ZagreusHome_","1331","ZagreusHome_1331","","","","圣殿承包商，我的好暗灵啊，我有一项工作要交给你出色的团队来做。","","","",""
"Integrated","ZagreusHome_","1332","ZagreusHome_1332","","","","准备开工吧，承包商！我父亲一定会批准的。","","","",""
"Integrated","ZagreusHome_","1333","ZagreusHome_1333","","","","这应该是一笔不错的投资，承包商！开始工作吧。","","","",""
"Integrated","ZagreusHome_","1334","ZagreusHome_1334","","","","有了它的话，不断变化的冥界房间应该就会显得更有生气了。","","","",""
"Integrated","ZagreusHome_","1335","ZagreusHome_1335","","","","我们的宫廷乐师已经受了太多的苦了。另外，我还是想念那个开朗的他。","","","",""
"Integrated","ZagreusHome_","1336","ZagreusHome_1336","","","","《命运小预言清单》……听起来感觉有点意思。","","","",""
"Integrated","ZagreusHome_","1337","ZagreusHome_1337","","","","嘿，那肯定就是命运清单了……","","","",""
"Integrated","ZagreusHome_","1338","ZagreusHome_1338","","","","啊，这只穿重甲的混蛋牛头人……","","","",""
"Integrated","ZagreusHome_","1339","ZagreusHome_1339","","","","呃，我要到哪里才能弄到那种护甲啊？","","","",""
"Integrated","ZagreusHome_","1340","ZagreusHome_1340","","","","呃，要怎样才能击穿那种护甲啊？","","","",""
"Integrated","ZagreusHome_","1341","ZagreusHome_1341","","","","喔，原来忒修斯还能更招人烦啊。","","","",""
"Integrated","ZagreusHome_","1342","ZagreusHome_1342","","","","啊，忒修斯别以为撞了我就没事了……","","","",""
"Integrated","ZagreusHome_","1343","ZagreusHome_1343","","","","啊，他是怎么得到马其顿号的……","","","",""
"Integrated","ZagreusHome_","1344","ZagreusHome_1344","","","","呃，好吧，我猜已经超过截止日期了。","","","",""
"Integrated","ZagreusHome_","1345","ZagreusHome_1345","","","","噢噢，热度有点高了。","","","",""
"Integrated","ZagreusHome_","1346","ZagreusHome_1346","","","","哎，我想可能是没时间了吧。","","","",""
"Integrated","ZagreusHome_","1347","ZagreusHome_1347","","","","啊，这该死的惩罚契约……","","","",""
"Integrated","ZagreusHome_","1355","ZagreusHome_1355","","","","嘿，墨纪，我刚刚在想，之前给你的违禁品实在是太寻常了，这次我要给你一件真正恶名昭著的违禁品。","","","",""
"Integrated","ZagreusHome_","1356","ZagreusHome_1356","","","","什么……哇啊……那我得珍惜她。","","","",""
"Integrated","ZagreusHome_","1360","ZagreusHome_1360","","","","呃，好吧，再见……","","","",""
"Integrated","ZagreusHome_","1364","ZagreusHome_1364","","","","我知道了，你慢慢来吧。","","","",""
"Integrated","ZagreusHome_","1369","ZagreusHome_1369","","","","好的，谢谢。","","","",""
"Integrated","ZagreusHome_","1380","ZagreusHome_1380","","","","噢，咱们先别着急好吗，墨纪。","","","",""
"Integrated","ZagreusHome_","1382","ZagreusHome_1382","","","","我不这么想……","","","",""
"Integrated","ZagreusHome_","1385","ZagreusHome_1385","","","","但是往前一步了。","","","",""
"Integrated","ZagreusHome_","1388","ZagreusHome_1388","","","","为你做什么都行，墨纪。","","","",""
"Integrated","ZagreusHome_","1391","ZagreusHome_1391","","","","就这么说定了。","","","",""
"Integrated","ZagreusHome_","1395","ZagreusHome_1395","","","","我会的。谢谢，墨纪。","","","",""
"Integrated","ZagreusHome_","1397","ZagreusHome_1397","","","","她确实是。","","","",""
"Integrated","ZagreusHome_","1398","ZagreusHome_1398","","","","哎，我回来了。","","","",""
"Integrated","ZagreusHome_","1399","ZagreusHome_1399","","","","骨头！","","","",""
"Integrated","ZagreusHome_","1400","ZagreusHome_1400","","","","怎么样，骨头？","","","",""
"Integrated","ZagreusHome_","1401","ZagreusHome_1401","","","","还好吗，骨头？","","","",""
"Integrated","ZagreusHome_","1402","ZagreusHome_1402","","","","有新鲜事吗，骨头？","","","",""
"Integrated","ZagreusHome_","1406","ZagreusHome_1406","","","","好吧……也许吧。","","","",""
"Integrated","ZagreusHome_","1407","ZagreusHome_1407","","","","再见，骨头……","","","",""
"Integrated","ZagreusHome_","1408","ZagreusHome_1408","","","","什么……","","","",""
"Integrated","ZagreusHome_","1410","ZagreusHome_1410","","","","不准再开这种玩笑了。","","","",""
