"ZagreusField","ID","ID","ID","","","","Line","","","Notes by DK"
"Integrated","ZagreusField_","0931","ZagreusField_0931","","","","而且我可以好好地思量思量。","","",""
"Integrated","ZagreusField_","0932","ZagreusField_0932","","","","你剧透了，老头。","","",""
"Integrated","ZagreusField_","0933","ZagreusField_0933","","","","我确实喜欢死人的衣服。","","",""
"Integrated","ZagreusField_","0934","ZagreusField_0934","","","","你也感觉很幸运，对吗老头？那就现身吧！不要...？","","",""
"Integrated","ZagreusField_","0935","ZagreusField_0935","","","","我想，会散播很多不幸。","","",""
"Integrated","ZagreusField_","0936","ZagreusField_0936","","","","我只是耐火烧，又不能防火。","","",""
"Integrated","ZagreusField_","0937","ZagreusField_0937","","","","其实并没有那么难找。","","",""
"Integrated","ZagreusField_","0938","ZagreusField_0938","","","","我最好带上所有找到的证据。","","",""
"Integrated","ZagreusField_","0939","ZagreusField_0939","","","","半人马之心...","","",""
"Integrated","ZagreusField_","0940","ZagreusField_0940","","","","半人马的力量...","","",""
"Integrated","ZagreusField_","0941","ZagreusField_0941","","","","好多硬币。","","",""
"Integrated","ZagreusField_","0942","ZagreusField_0942","","","","看看这些硬币。","","",""
"Integrated","ZagreusField_","0943","ZagreusField_0943","","","","嘿，钱！","","",""
"Integrated","ZagreusField_","0944","ZagreusField_0944","","","","幸运的发现！","","",""
"Integrated","ZagreusField_","0945","ZagreusField_0945","","","","你好，硬币！","","",""
"Integrated","ZagreusField_","0946","ZagreusField_0946","","","","这里有好多硬币。","","",""
"Integrated","ZagreusField_","0947","ZagreusField_0947","","","","这是怎么发生的？","","",""
"Integrated","ZagreusField_","0948","ZagreusField_0948","","","","帮你把事情解决了。","","",""
"Integrated","ZagreusField_","0949","ZagreusField_0949","","","","我真的太粗心了。","","",""
"Integrated","ZagreusField_","0950","ZagreusField_0950","","","","是谁一直在解决问题？","","",""
"Integrated","ZagreusField_","0951","ZagreusField_0951","","","","不，你没有。","","",""
"Integrated","ZagreusField_","0952","ZagreusField_0952","","","","不，还没有。","","",""
"Integrated","ZagreusField_","0953","ZagreusField_0953","","","","我们还没结束呢。","","",""
"Integrated","ZagreusField_","0954","ZagreusField_0954","","","","从来没有。","","",""
"Integrated","ZagreusField_","0955","ZagreusField_0955","","","","呃！！","","",""
"Integrated","ZagreusField_","0956","ZagreusField_0956","","","","别这么快！","","",""
"Integrated","ZagreusField_","0957","ZagreusField_0957","","","","我不这么认为。","","",""
"Integrated","ZagreusField_","0958","ZagreusField_0958","","","","该死。","","",""
"Integrated","ZagreusField_","0959","ZagreusField_0959","","","","我们再来一次。","","",""
"Integrated","ZagreusField_","0960","ZagreusField_0960","","","","血与黑暗...","","",""
"Integrated","ZagreusField_","0961","ZagreusField_0961","","","","又怎么了。","","",""
"Integrated","ZagreusField_","0962","ZagreusField_0962","","","","哦，不。","","",""
"Integrated","ZagreusField_","0963","ZagreusField_0963","","","","哦，天。","","",""
"Integrated","ZagreusField_","0964","ZagreusField_0964","","","","什么…","","",""
"Integrated","ZagreusField_","0965","ZagreusField_0965","","","","还活着。","","",""
"Integrated","ZagreusField_","0966","ZagreusField_0966","","","","必须坚持下去。","","",""
"Integrated","ZagreusField_","0967","ZagreusField_0967","","","","还没死呢。","","",""
"Integrated","ZagreusField_","0968","ZagreusField_0968","","","","再坚持一个房间？","","",""
"Integrated","ZagreusField_","0969","ZagreusField_0969","","","","还没结束。","","",""
"Integrated","ZagreusField_","0970","ZagreusField_0970","","","","我还可以战斗。","","",""
"Integrated","ZagreusField_","0971","ZagreusField_0971","","","","没什么大不了的。","","",""
"Integrated","ZagreusField_","0972","ZagreusField_0972","","","","必须继续努力。","","",""
"Integrated","ZagreusField_","0973","ZagreusField_0973","","","","还不能放弃。","","",""
"Integrated","ZagreusField_","0974","ZagreusField_0974","","","","我可以做到。","","",""
"Integrated","ZagreusField_","0975","ZagreusField_0975","","","","保持专注。","","",""
"Integrated","ZagreusField_","0976","ZagreusField_0976","","","","这是最后一次。","","",""
"Integrated","ZagreusField_","0977","ZagreusField_0977","","","","已经是最后一次了。","","",""
"Integrated","ZagreusField_","0978","ZagreusField_0978","","","","我会一直回来的。","","",""
"Integrated","ZagreusField_","0979","ZagreusField_0979","","","","这就是你的本事？","","",""
"Integrated","ZagreusField_","0980","ZagreusField_0980","","","","报仇。","","",""
"Integrated","ZagreusField_","0981","ZagreusField_0981","","","","吃我这一记。","","",""
"Integrated","ZagreusField_","0982","ZagreusField_0982","","","","你杀我，我杀你。","","",""
"Integrated","ZagreusField_","0983","ZagreusField_0983","","","","算是扯平了。","","",""
"Integrated","ZagreusField_","0984","ZagreusField_0984","","","","以哈迪斯之名！","","",""
"Integrated","ZagreusField_","0985","ZagreusField_0985","","","","以哈迪斯之名。","","",""
"Integrated","ZagreusField_","0986","ZagreusField_0986","","","","以哈迪斯之名...！","","",""
"Integrated","ZagreusField_","0987","ZagreusField_0987","","","","奥林匹斯山！我收到了这条消息！","","",""
"Integrated","ZagreusField_","0988","ZagreusField_0988","","","","奥林匹斯山，我收到了这条消息。","","",""
"Integrated","ZagreusField_","0989","ZagreusField_0989","","","","奥林匹斯山？我收到了这条消息...","","",""
"Integrated","ZagreusField_","0990","ZagreusField_0990","","","","该死的暗灵们，小心点。我会回来的。","","",""
"Integrated","ZagreusField_","0991","ZagreusField_0991","","","","塔耳塔罗斯...拥有封印泰坦的力量。但对我没用。","","",""
"Integrated","ZagreusField_","0992","ZagreusField_0992","","","","带我离开这里，不管什么时候都行。","","",""
"Integrated","ZagreusField_","0993","ZagreusField_0993","","","","我不会再回到这里。永远不会。","","",""
"Integrated","ZagreusField_","0994","ZagreusField_0994","","","","我知道你在那里，母亲。","","",""
"Integrated","ZagreusField_","0995","ZagreusField_0995","","","","小心。","","",""
"Integrated","ZagreusField_","0996","ZagreusField_0996","","","","这就是你的本事？","","",""
"Integrated","ZagreusField_","0997","ZagreusField_0997","","","","你什么也不是。","","",""
"Integrated","ZagreusField_","0998","ZagreusField_0998","","","","归于尘土。","","",""
"Integrated","ZagreusField_","0999","ZagreusField_0999","","","","粉身碎骨。","","",""
"Integrated","ZagreusField_","1000","ZagreusField_1000","","","","走开。","","",""
"Integrated","ZagreusField_","1001","ZagreusField_1001","","","","退后。","","",""
"Integrated","ZagreusField_","1002","ZagreusField_1002","","","","燃烧。","","",""
"Integrated","ZagreusField_","1003","ZagreusField_1003","","","","哈。","","",""
"Integrated","ZagreusField_","1004","ZagreusField_1004","","","","嘿！","","",""
"Integrated","ZagreusField_","1005","ZagreusField_1005","","","","哼。","","",""
"Integrated","ZagreusField_","1006","ZagreusField_1006","","","","呵-呵。","","",""
"Integrated","ZagreusField_","1007","ZagreusField_1007","","","","嗯-嗯。","","",""
"Integrated","ZagreusField_","1008","ZagreusField_1008","","","","不，你没有。","","",""
"Integrated","ZagreusField_","1009","ZagreusField_1009","","","","不。","","",""
"Integrated","ZagreusField_","1010","ZagreusField_1010","","","","真的？","","",""
"Integrated","ZagreusField_","1011","ZagreusField_1011","","","","腐烂。","","",""
"Integrated","ZagreusField_","1012","ZagreusField_1012","","","","放弃吧。","","",""
"Integrated","ZagreusField_","1013","ZagreusField_1013","","","","想得美。","","",""
"Integrated","ZagreusField_","1014","ZagreusField_1014","","","","鼠兽。","","",""
"Integrated","ZagreusField_","1015","ZagreusField_1015","","","","正是时候。","","",""
"Integrated","ZagreusField_","1016","ZagreusField_1016","","","","欢迎。","","",""
"Integrated","ZagreusField_","1017","ZagreusField_1017","","","","来吧，暗灵。","","",""
"Integrated","ZagreusField_","1018","ZagreusField_1018","","","","再来送死。","","",""
"Integrated","ZagreusField_","1019","ZagreusField_1019","","","","以为能阻止我？","","",""
"Integrated","ZagreusField_","1020","ZagreusField_1020","","","","不出所料。","","",""
"Integrated","ZagreusField_","1021","ZagreusField_1021","","","","想试试？","","",""
"Integrated","ZagreusField_","1022","ZagreusField_1022","","","","不会有好结果。","","",""
"Integrated","ZagreusField_","1023","ZagreusField_1023","","","","拿出你的全部本事。","","",""
"Integrated","ZagreusField_","1024","ZagreusField_1024","","","","下一个受死的是谁？","","",""
"Integrated","ZagreusField_","1025","ZagreusField_1025","","","","我们来杀几个人。","","",""
"Integrated","ZagreusField_","1026","ZagreusField_1026","","","","更多灵魂，献给斯第格思。","","",""
"Integrated","ZagreusField_","1027","ZagreusField_1027","","","","来感受一下锋利的刀刃。","","",""
"Integrated","ZagreusField_","1028","ZagreusField_1028","","","","快来受死。","","",""
"Integrated","ZagreusField_","1029","ZagreusField_1029","","","","科罗纳赫特不会放过你。","","",""
"Integrated","ZagreusField_","1030","ZagreusField_1030","","","","准备好了吗，埃癸斯？","","",""
"Integrated","ZagreusField_","1031","ZagreusField_1031","","","","埃癸斯的盛宴。","","",""
"Integrated","ZagreusField_","1032","ZagreusField_1032","","","","死于瓦拉塔。","","",""
"Integrated","ZagreusField_","1033","ZagreusField_1033","","","","我会为你带路。","","",""
"Integrated","ZagreusField_","1034","ZagreusField_1034","","","","我可以帮助你吗？","","",""
"Integrated","ZagreusField_","1035","ZagreusField_1035","","","","仙酒。","","",""
"Integrated","ZagreusField_","1036","ZagreusField_1036","","","","会有人喜欢它的。","","",""
"Integrated","ZagreusField_","1037","ZagreusField_1037","","","","会有人喜欢它的。","","",""
"Integrated","ZagreusField_","1038","ZagreusField_1038","","","","好东西。","","",""
"Integrated","ZagreusField_","1039","ZagreusField_1039","","","","是好东西。","","",""
"Integrated","ZagreusField_","1040","ZagreusField_1040","","","","对于神来说正合适。","","",""
"Integrated","ZagreusField_","1041","ZagreusField_1041","","","","黑暗。","","",""
"Integrated","ZagreusField_","1042","ZagreusField_1042","","","","嗯。","","",""
"Integrated","ZagreusField_","1043","ZagreusField_1043","","","","用于圣镜的。","","",""
"Integrated","ZagreusField_","1044","ZagreusField_1044","","","","感觉到什么。","","",""
"Integrated","ZagreusField_","1045","ZagreusField_1045","","","","啊。","","",""
"Integrated","ZagreusField_","1046","ZagreusField_1046","","","","用来保管。","","",""
"Integrated","ZagreusField_","1047","ZagreusField_1047","","","","凭我与生俱来的权利。","","",""
"Integrated","ZagreusField_","1048","ZagreusField_1048","","","","以我的权威。","","",""
"Integrated","ZagreusField_","1049","ZagreusField_1049","","","","滚开。","","",""
"Integrated","ZagreusField_","1050","ZagreusField_1050","","","","走开！","","",""
"Integrated","ZagreusField_","1051","ZagreusField_1051","","","","去其他地方生闷气。","","",""
"Integrated","ZagreusField_","1052","ZagreusField_1052","","","","离开这里。","","",""
"Integrated","ZagreusField_","1053","ZagreusField_1053","","","","消失。","","",""
"Integrated","ZagreusField_","1054","ZagreusField_1054","","","","嘘。","","",""
"Integrated","ZagreusField_","1055","ZagreusField_1055","","","","嘘！","","",""
"Integrated","ZagreusField_","1056","ZagreusField_1056","","","","暗灵。","","",""
"Integrated","ZagreusField_","1057","ZagreusField_1057","","","","你挡住我的去路了。","","",""
"Integrated","ZagreusField_","1058","ZagreusField_1058","","","","你是认真的吗？","","",""
"Integrated","ZagreusField_","1059","ZagreusField_1059","","","","这不可能。","","",""
"Integrated","ZagreusField_","1060","ZagreusField_1060","","","","哦，很好。","","",""
"Integrated","ZagreusField_","1061","ZagreusField_1061","","","","完美。","","",""
"Integrated","ZagreusField_","1062","ZagreusField_1062","","","","太棒了。","","",""
"Integrated","ZagreusField_","1063","ZagreusField_1063","","","","真是不幸。","","",""
"Integrated","ZagreusField_","1064","ZagreusField_1064","","","","我觉得一点都不好玩。","","",""
"Integrated","ZagreusField_","1065","ZagreusField_1065","","","","什么，真的吗？","","",""
"Integrated","ZagreusField_","1066","ZagreusField_1066","","","","哦，拜托。","","",""
"Integrated","ZagreusField_","1067","ZagreusField_1067","","","","啊，是真的？","","",""
"Integrated","ZagreusField_","1068","ZagreusField_1068","","","","那是谁，或是什么东西...？","","",""
"Integrated","ZagreusField_","1070","ZagreusField_1070","","","","我必须先忍受卡俄斯的怪异念头，才可在后来房间里获得效益。","","",""
"Integrated","ZagreusField_","1071","ZagreusField_1071","","","","卡俄斯君主的怪异念头。","","",""
"Integrated","ZagreusField_","1072","ZagreusField_1072","","","","我们等着看后续发展...","","",""
"Integrated","ZagreusField_","1073","ZagreusField_1073","","","","原始者卡俄斯的力量。","","",""
"Integrated","ZagreusField_","1074","ZagreusField_1074","","","","混沌的力量...","","",""
"Integrated","ZagreusField_","1075","ZagreusField_1075","","","","混沌之力在我的身内流动着。","","",""
"Integrated","ZagreusField_","1076","ZagreusField_1076","","","","卡俄斯给我的祝福变化了。","","",""
"Integrated","ZagreusField_","1077","ZagreusField_1077","","","","我那从卡俄斯得到的祝福发挥了新的作用。","","",""
"Integrated","ZagreusField_","1078","ZagreusField_1078","","","","卡俄斯的祝福转化成新的效果了。","","",""
"Integrated","ZagreusField_","1079","ZagreusField_1079","","","","卡俄斯的诅咒已经无效了。","","",""
"Integrated","ZagreusField_","1080","ZagreusField_1080","","","","混沌的诅咒已经失效。","","",""
"Integrated","ZagreusField_","1081","ZagreusField_1081","","","","卡俄斯的祝福产生了新的效果了。","","",""
"Integrated","ZagreusField_","1082","ZagreusField_1082","","","","卡俄斯给我的祝福转变了。","","",""
"Integrated","ZagreusField_","1083","ZagreusField_1083","","","","这是冥界之血...","","",""
"Integrated","ZagreusField_","1084","ZagreusField_1084","","","","冥界之血。","","",""
"Integrated","ZagreusField_","1085","ZagreusField_1085","","","","地狱的精髓。","","",""
"Integrated","ZagreusField_","1086","ZagreusField_1086","","","","我是这里的主人。","","",""
"Integrated","ZagreusField_","1087","ZagreusField_1087","","","","我的父亲的意志。","","",""
"Integrated","ZagreusField_","1088","ZagreusField_1088","","","","证明我的价值。","","",""
"Integrated","ZagreusField_","1089","ZagreusField_1089","","","","摸起来很烫。","","",""
"Integrated","ZagreusField_","1090","ZagreusField_1090","","","","以我父亲的名义。","","",""
"Integrated","ZagreusField_","1091","ZagreusField_1091","","","","冥界之血。","","",""
"Integrated","ZagreusField_","1092","ZagreusField_1092","","","","没有用！","","",""
"Integrated","ZagreusField_","1093","ZagreusField_1093","","","","不起作用！","","",""
"Integrated","ZagreusField_","1094","ZagreusField_1094","","","","毫发无损！","","",""
"Integrated","ZagreusField_","1095","ZagreusField_1095","","","","安然无恙！","","",""
"Integrated","ZagreusField_","1096","ZagreusField_1096","","","","现在用不上。","","",""
"Integrated","ZagreusField_","1097","ZagreusField_1097","","","","我不需要它。","","",""
"Integrated","ZagreusField_","1098","ZagreusField_1098","","","","不需要。","","",""
"Integrated","ZagreusField_","1099","ZagreusField_1099","","","","应该留着钱买更需要的东西。","","",""
"Integrated","ZagreusField_","1100","ZagreusField_1100","","","","我已经饱了。","","",""
"Integrated","ZagreusField_","1101","ZagreusField_1101","","","","现在呢。","","",""
"Integrated","ZagreusField_","1102","ZagreusField_1102","","","","我们来听听看。","","",""
"Integrated","ZagreusField_","1103","ZagreusField_1103","","","","这是什么。","","",""
"Integrated","ZagreusField_","1104","ZagreusField_1104","","","","是你吗，父亲？","","",""
"Integrated","ZagreusField_","1105","ZagreusField_1105","","","","好呀，父亲。","","",""
"Integrated","ZagreusField_","1106","ZagreusField_1106","","","","你吸引了我的注意。","","",""
"Integrated","ZagreusField_","1107","ZagreusField_1107","","","","这都是什么。","","",""
"Integrated","ZagreusField_","1108","ZagreusField_1108","","","","我们来试试。","","",""
"Integrated","ZagreusField_","1109","ZagreusField_1109","","","","它们伤不了我。","","",""
"Integrated","ZagreusField_","1110","ZagreusField_1110","","","","我们开始吧，暗灵。","","",""
"Integrated","ZagreusField_","1111","ZagreusField_1111","","","","你伤不了我的，暗灵。","","",""
"Integrated","ZagreusField_","1112","ZagreusField_1112","","","","你可以挑战我。","","",""
"Integrated","ZagreusField_","1113","ZagreusField_1113","","","","试试看你能不能伤到我。","","",""
"Integrated","ZagreusField_","1114","ZagreusField_1114","","","","看我是不是还有这样的本事。","","",""
"Integrated","ZagreusField_","1115","ZagreusField_1115","","","","它们根本伤不了我一根头发。","","",""
"Integrated","ZagreusField_","1116","ZagreusField_1116","","","","以为能打败我？","","",""
"Integrated","ZagreusField_","1117","ZagreusField_1117","","","","啊，它们把我打垮了。","","",""
"Integrated","ZagreusField_","1118","ZagreusField_1118","","","","啊，搞砸了。","","",""
"Integrated","ZagreusField_","1119","ZagreusField_1119","","","","切，算你好运。","","",""
"Integrated","ZagreusField_","1120","ZagreusField_1120","","","","哦，该死。","","",""
"Integrated","ZagreusField_","1121","ZagreusField_1121","","","","啊，我失败了...！","","",""
"Integrated","ZagreusField_","1122","ZagreusField_1122","","","","啊，什么？！","","",""
"Integrated","ZagreusField_","1123","ZagreusField_1123","","","","唉，我输了！","","",""
"Integrated","ZagreusField_","1124","ZagreusField_1124","","","","啊，很好。","","",""
"Integrated","ZagreusField_","1125","ZagreusField_1125","","","","哦，不...","","",""
"Integrated","ZagreusField_","1126","ZagreusField_1126","","","","太好了。","","",""
"Integrated","ZagreusField_","1127","ZagreusField_1127","","","","是的...！","","",""
"Integrated","ZagreusField_","1128","ZagreusField_1128","","","","简单。","","",""
"Integrated","ZagreusField_","1129","ZagreusField_1129","","","","容易。","","",""
"Integrated","ZagreusField_","1130","ZagreusField_1130","","","","没问题。","","",""
"Integrated","ZagreusField_","1131","ZagreusField_1131","","","","没问题！","","",""
"Integrated","ZagreusField_","1132","ZagreusField_1132","","","","我们走。","","",""
"Integrated","ZagreusField_","1133","ZagreusField_1133","","","","怎么样？","","",""
"Integrated","ZagreusField_","1134","ZagreusField_1134","","","","怎么样！","","",""
"Integrated","ZagreusField_","1135","ZagreusField_1135","","","","那边。","","",""
"Integrated","ZagreusField_","1136","ZagreusField_1136","","","","我找到了什么？","","",""
"Integrated","ZagreusField_","1137","ZagreusField_1137","","","","小菜一碟。","","",""
"Integrated","ZagreusField_","1138","ZagreusField_1138","","","","哟。","","",""
"Integrated","ZagreusField_","1139","ZagreusField_1139","","","","呃...","","",""
"Integrated","ZagreusField_","1140","ZagreusField_1140","","","","啊，就这样？","","",""
"Integrated","ZagreusField_","1141","ZagreusField_1141","","","","啊，好吧...","","",""
"Integrated","ZagreusField_","1142","ZagreusField_1142","","","","啊...","","",""
"Integrated","ZagreusField_","1143","ZagreusField_1143","","","","发挥失常。","","",""
"Integrated","ZagreusField_","1144","ZagreusField_1144","","","","好了，继续。","","",""
"Integrated","ZagreusField_","1145","ZagreusField_1145","","","","希望没人看到。","","",""
"Integrated","ZagreusField_","1146","ZagreusField_1146","","","","呼。","","",""
"Integrated","ZagreusField_","1147","ZagreusField_1147","","","","我掉以轻心了。","","",""
"Integrated","ZagreusField_","1148","ZagreusField_1148","","","","啊，最后一次机会...","","",""
"Integrated","ZagreusField_","1149","ZagreusField_1149","","","","呃，就这样...","","",""
"Integrated","ZagreusField_","1150","ZagreusField_1150","","","","嗯，最后一次...","","",""
"Integrated","ZagreusField_","1151","ZagreusField_1151","","","","哼，我不会再回来！","","",""
"Integrated","ZagreusField_","1152","ZagreusField_1152","","","","这是最后一次机会！","","",""
"Integrated","ZagreusField_","1153","ZagreusField_1153","","","","不成功便成仁！","","",""
"Integrated","ZagreusField_","1154","ZagreusField_1154","","","","斯第格思正等着呢。","","",""
"Integrated","ZagreusField_","1155","ZagreusField_1155","","","","科罗纳赫特正等着呢。","","",""
"Integrated","ZagreusField_","1156","ZagreusField_1156","","","","瓦拉塔正等着呢。","","",""
"Integrated","ZagreusField_","1157","ZagreusField_1157","","","","埃癸斯正等着呢。","","",""
"Integrated","ZagreusField_","1158","ZagreusField_1158","","","","我会用它得到更多黑暗宝石。","","",""
"Integrated","ZagreusField_","1159","ZagreusField_1159","","","","应该可以帮助我获得更多黑暗宝石。","","",""
"Integrated","ZagreusField_","1160","ZagreusField_1160","","","","它们吸收了我的攻击！","","",""
"Integrated","ZagreusField_","1161","ZagreusField_1161","","","","他们全副武装。","","",""
"Integrated","ZagreusField_","1162","ZagreusField_1162","","","","虚无宝石。","","",""
"Integrated","ZagreusField_","1163","ZagreusField_1163","","","","虚无宝石！","","",""
"Integrated","ZagreusField_","1164","ZagreusField_1164","","","","更多虚无宝石！","","",""
"Integrated","ZagreusField_","1165","ZagreusField_1165","","","","更多虚无宝石？","","",""
"Integrated","ZagreusField_","1166","ZagreusField_1166","","","","地狱炸弹人。","","",""
"Integrated","ZagreusField_","1167","ZagreusField_1167","","","","地狱炸弹人！","","",""
"Integrated","ZagreusField_","1168","ZagreusField_1168","","","","更多地狱炸弹人！","","",""
"Integrated","ZagreusField_","1169","ZagreusField_1169","","","","更多地狱炸弹人？","","",""
"Integrated","ZagreusField_","1170","ZagreusField_1170","","","","烟火爆舞僵尸。","","",""
"Integrated","ZagreusField_","1171","ZagreusField_1171","","","","烟火爆舞僵尸！","","",""
"Integrated","ZagreusField_","1172","ZagreusField_1172","","","","更多烟火爆舞僵尸！","","",""
"Integrated","ZagreusField_","1173","ZagreusField_1173","","","","更多烟火爆舞僵尸？","","",""
"Integrated","ZagreusField_","1174","ZagreusField_1174","","","","蛇发女妖。","","",""
"Integrated","ZagreusField_","1175","ZagreusField_1175","","","","蛇发女妖！","","",""
"Integrated","ZagreusField_","1176","ZagreusField_1176","","","","更多蛇发女妖！","","",""
"Integrated","ZagreusField_","1177","ZagreusField_1177","","","","更多蛇发女妖？","","",""
"Integrated","ZagreusField_","1178","ZagreusField_1178","","","","碎骨坦克。","","",""
"Integrated","ZagreusField_","1179","ZagreusField_1179","","","","碎骨坦克！","","",""
"Integrated","ZagreusField_","1180","ZagreusField_1180","","","","更多碎骨坦克！","","",""
"Integrated","ZagreusField_","1181","ZagreusField_1181","","","","更多碎骨坦克？","","",""
"Integrated","ZagreusField_","1182","ZagreusField_1182","","","","哦，不。","","",""
"Integrated","ZagreusField_","1183","ZagreusField_1183","","","","你不是杜莎。","","",""
"Integrated","ZagreusField_","1184","ZagreusField_1184","","","","哦，很好，我对蛇情有独钟。","","",""
"Integrated","ZagreusField_","1185","ZagreusField_1185","","","","我最爱的黄金组合。","","",""
"Integrated","ZagreusField_","1186","ZagreusField_1186","","","","很高兴再次遇到你。","","",""
"Integrated","ZagreusField_","1187","ZagreusField_1187","","","","别让它冲昏了头脑？","","",""
"Integrated","ZagreusField_","1188","ZagreusField_1188","","","","下一次见，蛇发女妖的巨型头颅。","","",""
"Integrated","ZagreusField_","1189","ZagreusField_1189","","","","我没听清她的名字。","","",""
"Integrated","ZagreusField_","1190","ZagreusField_1190","","","","哦，我不该这么做。","","",""
"Integrated","ZagreusField_","1191","ZagreusField_1191","","","","啊，那是卡俄斯的诅咒。","","",""
"Integrated","ZagreusField_","1192","ZagreusField_1192","","","","啊，卡俄斯的诅咒。","","",""
"Integrated","ZagreusField_","1193","ZagreusField_1193","","","","啊，我被诅咒了。","","",""
"Integrated","ZagreusField_","1194","ZagreusField_1194","","","","呼，不该这么做的！","","",""
"Integrated","ZagreusField_","1195","ZagreusField_1195","","","","哎呀，该死！","","",""
"Integrated","ZagreusField_","1196","ZagreusField_1196","","","","","","",""
"Integrated","ZagreusField_","1197","ZagreusField_1197","","","","","","",""
"Integrated","ZagreusField_","1198","ZagreusField_1198","","","","我手上只有那只没用的洋葱。","","",""
"Integrated","ZagreusField_","1199","ZagreusField_1199","","","","一只洋葱。","","",""
"Integrated","ZagreusField_","1200","ZagreusField_1200","","","","一只洋葱。好极了。","","",""
"Integrated","ZagreusField_","1201","ZagreusField_1201","","","","父亲的幽默感又一次让人耳目一新。","","",""
"Integrated","ZagreusField_","1202","ZagreusField_1202","","","","我被抢劫了。","","",""
"Integrated","ZagreusField_","1203","ZagreusField_1203","","","","真的...","","",""
"Integrated","ZagreusField_","1204","ZagreusField_1204","","","","令人生厌。","","",""
"Integrated","ZagreusField_","1205","ZagreusField_1205","","","","我不喜欢，但我还是会把它吃掉。","","",""
"Integrated","ZagreusField_","1206","ZagreusField_1206","","","","洋葱。而不是...不管是什么。唉。","","",""
"Integrated","ZagreusField_","1207","ZagreusField_1207","","","","呃。","","",""
"Integrated","ZagreusField_","1208","ZagreusField_1208","","","","呼。","","",""
"Integrated","ZagreusField_","1209","ZagreusField_1209","","","","呕。","","",""
"Integrated","ZagreusField_","1210","ZagreusField_1210","","","","好奇葩的口味。","","",""
"Integrated","ZagreusField_","1211","ZagreusField_1211","","","","至少他们帮我把它剥开了。","","",""
"Integrated","ZagreusField_","1212","ZagreusField_1212","","","","呃...","","",""
"Integrated","ZagreusField_","1213","ZagreusField_1213","","","","嗯，太恶心了。","","",""
"Integrated","ZagreusField_","1214","ZagreusField_1214","","","","嗯，其实...没那么糟。","","",""
"Integrated","ZagreusField_","1215","ZagreusField_1215","","","","呜，不，不要洋葱...！","","",""
"Integrated","ZagreusField_","1216","ZagreusField_1216","","","","啊，洋葱，该死！","","",""
"Integrated","ZagreusField_","1217","ZagreusField_1217","","","","把它交给酒神，他会让气氛活跃起来。","","",""
"Integrated","ZagreusField_","1222","ZagreusField_1222","","","","我们还有什么。","","",""
"Integrated","ZagreusField_","1223","ZagreusField_1223","","","","我们还有什么。","","",""
"Integrated","ZagreusField_","1224","ZagreusField_1224","","","","不如换一个。","","",""
"Integrated","ZagreusField_","1225","ZagreusField_1225","","","","不如换一个？","","",""
"Integrated","ZagreusField_","1226","ZagreusField_1226","","","","我不这么认为。","","",""
"Integrated","ZagreusField_","1227","ZagreusField_1227","","","","我现在不需要。","","",""
"Integrated","ZagreusField_","1228","ZagreusField_1228","","","","计划有变。","","",""
"Integrated","ZagreusField_","1229","ZagreusField_1229","","","","不如，算了。","","",""
"Integrated","ZagreusField_","1230","ZagreusField_1230","","","","嗯，不了，谢谢。","","",""
"Integrated","ZagreusField_","1231","ZagreusField_1231","","","","以命运三女神的名义。","","",""
"Integrated","ZagreusField_","1232","ZagreusField_1232","","","","命运之神，我乞求你们。","","",""
"Integrated","ZagreusField_","1233","ZagreusField_1233","","","","给我其他东西。","","",""
"Integrated","ZagreusField_","1234","ZagreusField_1234","","","","其他东西。","","",""
"Integrated","ZagreusField_","1235","ZagreusField_1235","","","","我想换一个。","","",""
"Integrated","ZagreusField_","1236","ZagreusField_1236","","","","在这里不行。","","",""
"Integrated","ZagreusField_","1237","ZagreusField_1237","","","","命运之神没有听到我的乞求。","","",""
"Integrated","ZagreusField_","1238","ZagreusField_1238","","","","这里不行。","","",""
"Integrated","ZagreusField_","1239","ZagreusField_1239","","","","在这里不起作用。","","",""
"Integrated","ZagreusField_","1240","ZagreusField_1240","","","","我的力量在这里不管用。","","",""
"Integrated","ZagreusField_","1241","ZagreusField_1241","","","","命运之神也无计可施。","","",""
"Integrated","ZagreusField_","1242","ZagreusField_1242","","","","在这里派不上用场。","","",""
"Integrated","ZagreusField_","1243","ZagreusField_1243","","","","我只是希望。","","",""
"Integrated","ZagreusField_","1244","ZagreusField_1244","","","","没办法改变它。","","",""
"Integrated","ZagreusField_","1245","ZagreusField_1245","","","","我没法摆脱它。","","",""
"Integrated","ZagreusField_","1246","ZagreusField_1246","","","","我的力量也有局限。","","",""
"Integrated","ZagreusField_","1247","ZagreusField_1247","","","","好吧。","","",""
"Integrated","ZagreusField_","1248","ZagreusField_1248","","","","呃。","","",""
"Integrated","ZagreusField_","1249","ZagreusField_1249","","","","嗯。","","",""
"Integrated","ZagreusField_","1250","ZagreusField_1250","","","","哦。","","",""
"Integrated","ZagreusField_","1251","ZagreusField_1251","","","","<吸气>","","",""
"Integrated","ZagreusField_","1252","ZagreusField_1252","","","","不是我想要的。","","",""
"Integrated","ZagreusField_","1253","ZagreusField_1253","","","","凑合着用。","","",""
"Integrated","ZagreusField_","1254","ZagreusField_1254","","","","更好了。","","",""
"Integrated","ZagreusField_","1255","ZagreusField_1255","","","","好。","","",""
"Integrated","ZagreusField_","1256","ZagreusField_1256","","","","不错。","","",""
